,search_log_id,total_price_final,rooms_total_price,upsell_total_price,vouchers_total_price,loyalty_discount_total,redeemed_loyalty_points_total
329,91829,162388.0,180431.11,0.0,0,18043.11,0.0
330,91840,201550.0,229500.0,0.0,0,22950.0,5000.0
331,91849,93885.0,109872.22,0.0,0,10987.22,5000.0
332,91894,116172.0,116172.0,0.0,0,0.0,0.0
333,91971,90768.0,136080.0,9800.0,0,20412.0,34700.0
334,92001,196278.0,220320.0,2990.0,0,22032.0,5000.0
335,92046,31288.0,40320.0,0.0,0,4032.0,5000.0
336,92091,150665.0,167405.6,0.0,0,16740.6,0.0
337,92126,95130.0,80640.0,14490.0,0,0.0,0.0
338,92128,225882.0,256535.56,0.0,0,25653.56,5000.0
339,92148,201398.0,223775.56,0.0,0,22377.56,0.0
340,92153,454410.0,504900.0,0.0,0,50490.0,0.0
341,92145,111847.0,142631.77,0.0,0,21394.77,9390.0
342,92162,176653.0,201836.67,0.0,0,20183.67,5000.0
343,92178,72576.0,80640.0,0.0,0,8064.0,0.0
344,92175,278377.0,314863.33,0.0,0,31486.33,5000.0
345,92223,147168.0,147168.0,0.0,0,0.0,0.0
346,92266,72576.0,90720.0,0.0,0,18144.0,0.0
347,92286,72576.0,80640.0,0.0,0,8064.0,0.0
348,92383,93636.0,104040.0,0.0,0,10404.0,0.0
349,92517,114566.0,114566.0,0.0,0,0.0,0.0
350,92543,136217.0,172872.22,0.0,0,17287.22,19368.0
351,92663,158766.0,174240.0,6950.0,0,17424.0,5000.0
352,92651,151638.0,166320.0,6950.0,0,16632.0,5000.0
353,92677,184426.0,248400.0,0.0,0,37260.0,26714.0
354,92704,220320.0,244800.0,0.0,0,24480.0,0.0
355,92718,99792.0,99792.0,0.0,0,0.0,0.0
356,92728,166342.0,166342.0,0.0,0,0.0,0.0
357,92736,142632.0,142632.0,0.0,0,0.0,0.0
358,92812,266716.0,296351.11,0.0,0,29635.11,0.0
359,92814,115668.0,128520.0,0.0,0,12852.0,0.0
360,92839,198180.0,198180.0,0.0,0,0.0,0.0
361,92852,102552.0,145266.67,0.0,0,14526.67,28188.0
362,92860,379210.0,416606.78,0.0,0,37396.78,0.0
363,92883,110880.0,110880.0,0.0,0,0.0,0.0
364,92887,111888.0,111888.0,0.0,0,0.0,0.0
365,92937,96153.0,112392.22,0.0,0,11239.22,5000.0
366,92942,76777.0,101515.56,0.0,0,11155.56,13583.0
367,92963,163739.0,187487.78,0.0,0,18748.78,5000.0
368,92984,82091.0,96767.78,0.0,0,9676.78,5000.0
369,93060,101376.0,101376.0,0.0,0,0.0,0.0
370,93072,99792.0,110880.0,0.0,0,11088.0,0.0
371,93131,87091.0,96767.8,0.0,0,9676.8,0.0
372,93212,293.5,340.0,0.0,0,34.0,12.5
373,93268,105678.0,122975.56,0.0,0,12297.56,5000.0
374,93281,123387.0,144237.22,0.0,0,15850.22,5000.0
375,93286,102312.0,102312.0,0.0,0,0.0,0.0
376,93443,217058.0,290303.54,0.0,0,43545.54,29700.0
377,93446,130536.0,130536.0,0.0,0,0.0,0.0
378,93577,57218.0,63575.55,0.0,0,6357.55,0.0
379,93574,339179.0,382421.11,0.0,0,38242.11,5000.0
380,93576,216130.0,245700.0,0.0,0,24570.0,5000.0
381,93606,81600.0,96222.22,0.0,0,9622.22,5000.0
382,93640,149040.0,165600.0,0.0,0,16560.0,0.0
383,93649,85400.0,101560.44,0.0,0,11160.44,5000.0
384,93656,248572.0,276191.11,0.0,0,27619.11,0.0
385,93683,158296.0,181440.0,0.0,0,18144.0,5000.0
386,93690,88636.0,104040.0,0.0,0,10404.0,5000.0
387,93714,305726.0,339695.56,0.0,0,33969.56,0.0
388,93708,136465.0,198072.22,0.0,0,19807.22,41800.0
389,93725,107406.0,119340.0,0.0,0,11934.0,0.0
390,93736,70563.0,101807.78,0.0,0,10180.78,21064.0
391,93738,103864.0,120960.0,0.0,0,12096.0,5000.0
392,93744,202343.0,224825.56,0.0,0,22482.56,0.0
393,93777,83128.0,97920.0,0.0,0,9792.0,5000.0
394,93797,178740.0,232560.0,0.0,0,23256.0,30564.0
395,93803,72576.0,80640.0,0.0,0,8064.0,0.0
396,93879,50804.0,80640.0,0.0,0,8064.0,21772.0
397,93918,254016.0,282240.0,0.0,0,28224.0,0.0
398,93935,70566.0,80640.0,2990.0,0,8064.0,5000.0
399,93946,122008.0,141120.0,0.0,0,14112.0,5000.0
400,93937,72576.0,80640.0,0.0,0,8064.0,0.0
401,94029,101153.0,112392.22,0.0,0,11239.22,0.0
402,94040,44330.0,49255.56,0.0,0,4925.56,0.0
403,94063,89712.0,89712.0,0.0,0,0.0,0.0
404,94074,221006.4,221006.4,0.0,0,0.0,0.0
405,94103,203041.0,267623.33,0.0,0,26762.33,37820.0
406,94112,130183.0,144647.78,0.0,0,14464.78,0.0
407,94266,174671.0,194078.89,0.0,0,19407.89,0.0
408,94267,110668.0,128520.0,0.0,0,12852.0,5000.0
409,94268,116618.0,135575.56,0.0,0,13557.56,5400.0
410,94288,140152.0,161280.0,0.0,0,16128.0,5000.0
411,94308,127757.0,127007.78,18450.0,0,12700.78,5000.0
412,94321,59498.0,83160.0,0.0,0,8316.0,15346.0
413,94417,151377.0,151377.0,0.0,0,0.0,0.0
414,94500,83906.0,98784.44,0.0,0,9878.44,5000.0
415,94539,160110.0,183455.56,0.0,0,18345.56,5000.0
416,94541,108864.0,120960.0,0.0,0,12096.0,0.0
417,94560,224986.0,249984.4,0.0,0,24998.4,0.0
418,94579,77112.0,90720.0,0.0,0,13608.0,0.0
419,94580,146880.0,146880.0,0.0,0,0.0,0.0
420,94590,120008.0,135575.56,2990.0,0,13557.56,5000.0
421,94599,481505.0,540561.12,0.0,0,54056.12,0.0
422,94610,55638.0,55638.0,0.0,0,0.0,0.0
423,94625,304042.0,337824.44,0.0,0,33782.44,0.0
424,94638,142094.0,139104.0,2990.0,0,0.0,0.0
425,94662,220178.0,241920.0,2450.0,0,24192.0,0.0
426,94663,76648.0,90720.0,0.0,0,9072.0,0.0
427,94659,81648.0,90720.0,0.0,0,9072.0,0.0
428,94685,76205.0,120960.0,0.0,0,12096.0,32659.0
429,94695,51186.0,62428.9,0.0,0,6242.9,5000.0
430,94778,258264.0,258264.0,0.0,0,0.0,0.0
431,94834,209304.0,209304.0,0.0,0,0.0,0.0
432,94826,800572.0,889524.4,0.0,0,88952.4,0.0
433,94848,86184.0,95760.0,0.0,0,9576.0,0.0
434,94849,185512.0,211680.0,0.0,0,21168.0,5000.0
435,94871,121111.0,134567.78,0.0,0,13456.78,0.0
436,94883,140616.0,156240.0,0.0,0,15624.0,0.0
437,94897,215914.0,239904.44,0.0,0,23990.44,0.0
438,94929,128520.0,128520.0,0.0,0,0.0,0.0
439,94961,67576.0,80640.0,0.0,0,8064.0,5000.0
440,94966,111045.0,136584.44,2990.0,0,13658.44,14871.0
441,95005,74743.0,83047.78,0.0,0,8304.78,0.0
442,94999,152399.0,174887.78,0.0,0,17488.78,5000.0
443,95024,91238.0,101375.56,0.0,0,10137.56,0.0
444,95030,97967.0,114407.78,0.0,0,11440.78,5000.0
445,95029,340394.0,340394.0,0.0,0,0.0,0.0
446,95077,94792.0,110880.0,0.0,0,11088.0,5000.0
447,95078,343728.0,343728.0,0.0,0,0.0,0.0
